DATE,TOTLL
2014-12-03,7571.2211
2014-12-10,7586.8203
2014-12-17,7597.7007
2014-12-24,7627.639
2014-12-31,7632.7678
2015-01-07,7639.6899
2015-01-14,7656.871
2015-01-21,7674.0347
2015-01-28,7672.3135
2015-02-04,7674.0931
2015-02-11,7692.0707
2015-02-18,7715.5885
2015-02-25,7745.0778
2015-03-04,7757.1302
2015-03-11,7770.9679
2015-03-18,7797.4584
2015-03-25,7805.2494
2015-04-01,7826.739
2015-04-08,7823.9747
2015-04-15,7841.1485
2015-04-22,7840.1098
2015-04-29,7850.2018
2015-05-06,7853.9112
2015-05-13,7866.462
2015-05-20,7886.0699
2015-05-27,7896.7193
2015-06-03,7899.3397
2015-06-10,7916.3292
2015-06-17,7924.9566
2015-06-24,7938.0775
2015-07-01,7956.0245
2015-07-08,7950.9345
2015-07-15,7965.4755
2015-07-22,7974.5466
2015-07-29,7975.5115
2015-08-05,7983.9735
2015-08-12,8005.0416
2015-08-19,8021.1018
2015-08-26,8038.2199
2015-09-02,8047.2798
2015-09-09,8051.7749
2015-09-16,8063.3637
2015-09-23,8068.9948
2015-09-30,8092.7503
2015-10-07,8097.417
2015-10-14,8114.1227
2015-10-21,8117.3949
2015-10-28,8120.102
2015-11-04,8142.0758
2015-11-11,8167.4372
2015-11-18,8175.7444
2015-11-25,8189.1869
2015-12-02,8202.5179
2015-12-09,8216.7422
2015-12-16,8232.3533
2015-12-23,8239.5763
2015-12-30,8244.4751
2016-01-06,8259.8528
2016-01-13,8263.571
2016-01-20,8283.074
2016-01-27,8299.7496
2016-02-03,8325.149
2016-02-10,8330.0654
2016-02-17,8339.531
2016-02-24,8344.5899
2016-03-02,8392.0686
2016-03-09,8411.4667
2016-03-16,8413.1724
2016-03-23,8425.9953
2016-03-30,8432.8838
2016-04-06,8446.6631
2016-04-13,8455.8168
2016-04-20,8474.3454
2016-04-27,8484.4841
2016-05-04,8504.7187
2016-05-11,8519.0382
2016-05-18,8515.2799
2016-05-25,8537.4697
2016-06-01,8547.8689
2016-06-08,8554.4521
2016-06-15,8557.9119
2016-06-22,8570.7194
2016-06-29,8603.5489
2016-07-06,8611.9672
2016-07-13,8622.9788
2016-07-20,8613.9607
2016-07-27,8621.1915
2016-08-03,8622.5442
2016-08-10,8634.3409
2016-08-17,8631.4413
2016-08-24,8647.7808
2016-08-31,8667.5622
2016-09-07,8674.4353
2016-09-14,8684.5005
2016-09-21,8691.6394
2016-09-28,8701.0483
2016-10-05,8720.4953
2016-10-12,8727.835
2016-10-19,8735.8529
2016-10-26,8740.0874
2016-11-02,8748.0874
2016-11-09,8756.4011
2016-11-16,8763.0853
2016-11-23,8763.5159
2016-11-30,8774.4728
2016-12-07,8775.5879
2016-12-14,8766.7987
2016-12-21,8764.3663
2016-12-28,8754.6223
2017-01-04,8770.6096
2017-01-11,8783.2033
2017-01-18,8784.7425
2017-01-25,8783.8478
2017-02-01,8800.6104
2017-02-08,8799.1729
2017-02-15,8807.1252
2017-02-22,8808.3504
2017-03-01,8814.8895
2017-03-08,8804.689
2017-03-15,8816.9849
2017-03-22,8814.2946
2017-03-29,8812.0169
2017-04-05,8827.8927
2017-04-12,8833.6558
2017-04-19,8846.4134
2017-04-26,8853.2923
2017-05-03,8863.6149
2017-05-10,8869.4677
2017-05-17,8872.2655
2017-05-24,8886.2379
2017-05-31,8883.5699
2017-06-07,8881.4074
2017-06-14,8882.9018
2017-06-21,8898.1371
2017-06-28,8895.9848
2017-07-05,8910.6574
2017-07-12,8922.192
2017-07-19,8935.2899
2017-07-26,8943.5824
2017-08-02,8948.2653
2017-08-09,8957.0757
2017-08-16,8955.5807
2017-08-23,8965.9339
2017-08-30,8969.5832
2017-09-06,8979.9281
2017-09-13,8977.9966
2017-09-20,9014.3593
2017-09-27,9012.7321
2017-10-04,9023.9517
2017-10-11,9036.7386
2017-10-18,9049.9602
2017-10-25,9054.616
2017-11-01,9062.0872
2017-11-08,9074.7877
2017-11-15,9073.7011
2017-11-22,9082.1225
2017-11-29,9090.9351
2017-12-06,9094.0417
2017-12-13,9094.4466
2017-12-20,9104.1435
2017-12-27,9115.3979
2018-01-03,9114.7195
2018-01-10,9117.9623
2018-01-17,9128.3349
2018-01-24,9131.6146
2018-01-31,9140.9816
2018-02-07,9144.5573
2018-02-14,9150.9122
2018-02-21,9163.0367
2018-02-28,9173.6474
2018-03-07,9174.2194
2018-03-14,9180.4234
2018-03-21,9185.2984
2018-03-28,9212.3021
2018-04-04,9253.2491
2018-04-11,9274.9209
2018-04-18,9278.4555
2018-04-25,9291.7394
2018-05-02,9293.5688
2018-05-09,9294.2843
2018-05-16,9284.7433
2018-05-23,9290.8754
2018-05-30,9305.2722
2018-06-06,9317.932
2018-06-13,9318.8048
2018-06-20,9355.9814
2018-06-27,9353.5665
2018-07-04,9346.2515
2018-07-11,9366.4423
2018-07-18,9369.4106
2018-07-25,9380.6553
2018-08-01,9380.1634
2018-08-08,9376.3846
2018-08-15,9383.9774
2018-08-22,9395.8168
2018-08-29,9403.3347
2018-09-05,9413.8984
2018-09-12,9420.2242
2018-09-19,9424.4242
2018-09-26,9429.2176
2018-10-03,9448.324
2018-10-10,9446.5877
2018-10-17,9450.1457
2018-10-24,9465.7369
2018-10-31,9477.9802
2018-11-07,9474.1677
2018-11-14,9495.2941
2018-11-21,9513.9768
2018-11-28,9513.5578
2018-12-05,9534.6549
2018-12-12,9556.2664
2018-12-19,9560.5479
2018-12-26,9592.0665
2019-01-02,9611.4652
2019-01-09,9616.5974
2019-01-16,9617.8044
2019-01-23,9636.2561
2019-01-30,9630.2627
2019-02-06,9644.4103
2019-02-13,9658.5659
2019-02-20,9678.4353
2019-02-27,9677.4337
2019-03-06,9686.4088
2019-03-13,9689.7699
2019-03-20,9724.6785
2019-03-27,9720.5869
2019-04-03,9718.9492
2019-04-10,9713.2542
2019-04-17,9729.3819
2019-04-24,9738.3335
2019-05-01,9752.6688
2019-05-08,9752.4237
2019-05-15,9772.8677
2019-05-22,9782.5551
2019-05-29,9783.1607
2019-06-05,9788.2763
2019-06-12,9806.2442
2019-06-19,9809.4297
2019-06-26,9830.9543
2019-07-03,9824.7068
2019-07-10,9824.7575
2019-07-17,9827.3882
2019-07-24,9849.2187
2019-07-31,9858.0764
2019-08-07,9872.3506
2019-08-14,9878.5592
2019-08-21,9896.3288
2019-08-28,9887.1202
2019-09-04,9889.5323
2019-09-11,9890.7796
2019-09-18,9907.6206
2019-09-25,9924.6591
2019-10-02,9917.5322
2019-10-09,9909.2447
2019-10-16,9934.5241
2019-10-23,9941.5018
2019-10-30,9951.5564
2019-11-06,9960.3985
2019-11-13,9961.8899
2019-11-20,9969.148
2019-11-27,9999.202
2019-12-04,9988.6516
2019-12-11,10034.276
2019-12-18,10019.9271
2019-12-25,10016.8271
2020-01-01,10010.1614
2020-01-08,10020.4303
2020-01-15,10014.0278
2020-01-22,10032.752
2020-01-29,10035.9505
2020-02-05,10049.5377
2020-02-12,10044.7893
