fhfb_id,district,member_name,city,state,zip,mem_type,char_type,cert,fed_id,ots_id,ncua_id,appr_date
"10209","Dallas","The Jacksboro National Bank","Jacksboro","TX","76458","Commercial Bank","National","03275","0924058","","","21aug1992"
"10214","Cincinnati","SUTTON BANK","Attica","OH","44807","Commercial Bank","State","05962","0110413","","","21aug1992"
"10221","Atlanta","BAC Florida Bank","Miami","FL","33131","Commercial Bank","State","21265","0725732","","","26aug1992"
"10223","Dallas","The First National Bank of Mount Vern","Mount Vernon","TX","75457","Commercial Bank","National","03355","0111661","","","26aug1992"
"10226","Chicago","Mitchell Bank","Milwaukee","WI","53204","Commercial Bank","State","13029","0761347","","","01sep1992"
"10227","Boston","WOODSVILLE GUARANTY","Woodsville","NH","03785","Savings Bank","State","18031","0477303","","","01sep1992"
"10229","Atlanta","The Bank of Southside Virginia","Carson","VA","23830","Commercial Bank","State","11580","0610128","","","01sep1992"
"10232","Chicago","First Bankers Trust Company, National Association","Quincy","IL","62301","Commercial Bank","National","16501","0344647","","","02sep1992"
"10237","Dallas","Chambers Bank","Danville","AR","72833","Commercial Bank","State","05615","0517049","","","02sep1992"
"10238","Chicago","First National Bank in Taylorville","Taylorville","IL","62568","Commercial Bank","National","17572","0177443","","","02sep1992"
"10239","Pittsburgh","Bank of Charles Town","Charles Town","WV","25414","Commercial Bank","State","09023","1014125","","","02sep1992"
"10240","Cincinnati","FARMERS STATE BANK and TRUST","New Madison","OH","45346","Commercial Bank","State","14991","0370721","","","18aug1992"
"10241","Cincinnati","FARMERS STATE BANK","Booneville","KY","41314","Commercial Bank","State","05838","0131717","","","18aug1992"
"10244","Pittsburgh","First Commonwealth Bank","Indiana","PA","15701","Commercial Bank","State","07468","0042420","","","18aug1992"
"10246","Dallas","First Bank, N.A.","Conroe","TX","77304","Commercial Bank","National","26229","0685658","","","18aug1992"
"10249","Chicago","Cole Taylor Bank","Chicago","IL","60607","Commercial Bank","State","22599","0412135","","","18aug1992"
"10250","Indianapolis","1ST SOURCE BANK","South Bend","IN","46601","Commercial Bank","State","09087","0991340","","","18aug1992"
"10251","New York","Community Bank, N.A.","Dewitt","NY","13214","Commercial Bank","National","06989","0202907","","","25aug1992"
"10253","Dallas","First National Bank of Bosque County","Valley Mills","TX","76689","Commercial Bank","National","05564","0198961","","","25aug1992"
"10256","Atlanta","Compass Bank","Birmingham","AL","35233","Commercial Bank","State","19048","0697633","","","27aug1992"
"10257","Cincinnati","PADUCAH BANK and TRUST CO","Paducah","KY","42002","Commercial Bank","State","16664","0285740","","","27aug1992"
"10258","Chicago","The Bank of Kaukauna","Kaukauna","WI","54130","Commercial Bank","State","15228","0380944","","","27aug1992"
"10261","Pittsburgh","First Exchange Bank","Mannington","WV","26582","Commercial Bank","State","13020","0170332","","","27aug1992"
"10263","Des Moines","Phelps County Bank","Rolla","MO","65401","Commercial Bank","State","18841","0342054","","","03sep1992"
"10264","Des Moines","Citizens Bank and Trust Company","Chillicothe","MO","64601","Commercial Bank","State","04533","0381343","","","03sep1992"
"10266","Des Moines","Pioneer Bank","Sergeant Bluff","IA","51054","Commercial Bank","State","19540","0300942","","","15sep1992"
"10267","Pittsburgh","Fleetwood Bank","Fleetwood","PA","19522","Commercial Bank","State","13561","0551016","","","14sep1992"
"10271","Topeka","Citizens Bank and Trust Company - Ardmore, OK","Ardmore","OK","73401","Commercial Bank","State","22717","0255556","","","09sep1992"
"10272","Des Moines","Heartland State Bank","Edgeley","ND","58433","Commercial Bank","State","03919","0837653","","","09sep1992"
"10276","Chicago","Peoples State Bank","Prairie Du Chien","WI","53821","Commercial Bank","State","12814","0262844","","","09sep1992"
"10277","Pittsburgh","West Milton State Bank","West Milton","PA","17886","Commercial Bank","State","08421","0556011","","","09sep1992"
"10278","Dallas","First Security Bank","Searcy","AR","72143","Commercial Bank","State","05633","0673440","","","09sep1992"
"10282","Topeka","The Pikes Peak NB of Colorado Springs","Colorado Springs","CO","80934","Commercial Bank","National","17782","0643658","","","04sep1992"
"10283","Des Moines","Farmers and Merchants Savings Bank","Manchester","IA","52057","Commercial Bank","State","09298","0863746","","","04sep1992"
"10286","New York","NBT Bank, National Association","Norwich","NY","13815","Commercial Bank","National","07230","0702117","","","04sep1992"
"10287","Chicago","Busey Bank","Champaign","IL","61820","Commercial Bank","State","16450","0416245","","","04sep1992"
"10290","Des Moines","Minnesota National Bank","Sauk Centre","MN","56378","Commercial Bank","National","05249","0799751","","","28sep1992"
"10291","Dallas","Signature Bank of Arkansas","Fayetteville","AR","72703","Commercial Bank","State","00089","3350724","","","28sep1992"
"10296","Topeka","The Morrill and Janes Bank and Trust Company","Merriam","KS","66204","Commercial Bank","State","01143","0680354","","","28sep1992"
"10298","Dallas","First State Bank","Russellville","AR","72802","Commercial Bank","State","13632","0114840","","","28sep1992"
"10301","Dallas","The First State Bank","Columbus","TX","78934","Commercial Bank","State","12315","0801654","","","25sep1992"
"10303","Dallas","Community National Bank and Trust of Texas","Corsicana","TX","75110","Commercial Bank","National","18185","0738769","","","25sep1992"
"10310","Dallas","Parkway Bank","Roger","AR","72758","Commercial Bank","State","20160","0177546","","","23sep1992"
"10311","Des Moines","BankCherokee","Saint Paul","MN","55107","Commercial Bank","State","08537","0748254","","","23sep1992"
"10312","Des Moines","Security State Bank of Fergus Falls","Fergus Falls","MN","56538","Commercial Bank","State","17733","0942258","","","23sep1992"
"10315","Pittsburgh","Woodlands Bank","Williamsport","PA","17701","Commercial Bank","State","33136","1479470","","","30sep1992"
"10317","Cincinnati","THE ANDOVER BANK","Andover","OH","44003","Commercial Bank","State","10663","0027614","","","16sep1992"
"10319","Pittsburgh","The Citizens Bank of Weston, Inc.","Weston","WV","26452","Commercial Bank","State","19674","0639633","","","14oct1992"
"10320","Chicago","First Community Bank and Trust","Beecher","IL","60401","Commercial Bank","State","15913","0371232","","","13oct1992"
"10322","Dallas","First National Bank","Paragould","AR","72450","Commercial Bank","National","03887","0042448","","","07oct1992"
"10324","Boston","PASSUMPSIC SAVINGS B","St. Johnsbury","VT","05819","Savings Bank","State","14134","0300009","","","06oct1992"
"10325","Boston","The First, National Association","Damariscotta","ME","04543","Commercial Bank","National","04256","0439404","","","06oct1992"
"10326","Dallas","Community Bank","Raceland","LA","70394","Commercial Bank","State","19143","0090337","","","06oct1992"
"10327","Atlanta","Farmers and Merchants Bank","Granite Quarry","NC","28072","Commercial Bank","State","02036","0348720","","","06oct1992"
"10328","Cincinnati","Peoples Bank, National Association","Caldwell","OH","43724","Commercial Bank","National","06544","0577128","","","06oct1992"
"10329","New York","First Hope Bank, A National Banking Association","Hope","NJ","07844","Commercial Bank","National","06354","0434203","","","06oct1992"
"10331","Cincinnati","CARROLL BANK and TRUST","Huntingdon","TN","38344","Commercial Bank","State","02380","0541857","","","02oct1992"
"10332","Indianapolis","THE BLISSFIELD STATE BANK","Blissfield","MI","49228","Commercial Bank","State","00976","0937843","","","02oct1992"
"10333","Des Moines","First State Bank","Britt","IA","50423","Commercial Bank","State","08522","0795249","","","02oct1992"
"10335","Indianapolis","G.W. JONES EXCHANGE BANK","Marcellus","MI","49067","Commercial Bank","State","00999","0540542","","","02oct1992"
"10336","Boston","The Citizens National Bank","Putnam","CT","06260","Commercial Bank","National","02521","0509400","","","02oct1992"
"10344","Dallas","Farmers and Merchants Bank","Baldwyn","MS","38824","Commercial Bank","State","15801","0205243","","","09oct1992"
"10350","Topeka","Valley National Bank","Tulsa","OK","74136","Commercial Bank","National","23737","0347956","","","09oct1992"
"10351","Pittsburgh","PROGRESSIVE BANK, N.A.","Wheeling","WV","26003","Commercial Bank","National","10002","0600129","","","09oct1992"
"10358","Pittsburgh","First National Bank of Pennsylvania","Hermitage","PA","16148","Commercial Bank","National","07888","0379920","","","15oct1992"
"10360","Boston","Members Plus Credit Union","Boston","MA","02199","Credit Union","State","","","","66706","15oct1992"
"10362","San Francisco","Monterey County Bank","Monterey","CA","93940","Commercial Bank","State","22460","0297761","","","15oct1992"
"10364","Des Moines","Central Bank","Storm Lake","IA","50588","Commercial Bank","State","15555","0546544","","","15oct1992"
"10367","Dallas","FIRST NATIONAL BANK USA","Boutte","LA","70039","Commercial Bank","National","22046","0714839","","","15oct1992"
"10375","Dallas","Arvest Bank","Fayetteville","AR","72701","Commercial Bank","State","08728","0311845","","","26oct1992"
"10383","Dallas","Alliance Bank","Sulphur Springs","TX","75482","Commercial Bank","State","11569","0176464","","","27oct1992"
"10385","New York","Champlain National Bank","Willsboro","NY","12996","Commercial Bank","National","07356","0126012","","","27oct1992"
"10388","Chicago","The First National Bank and Trust Company","Beloit","WI","53511","Commercial Bank","National","05285","0207845","","","30oct1992"
"10389","Indianapolis","Riddell National Bank","Brazil","IN","47834","Commercial Bank","National","04318","0319047","","","30oct1992"
"10392","Indianapolis","CENTREBANK","Veedersburg","IN","47987","Commercial Bank","State","15532","0163343","","","03nov1992"
"10393","Indianapolis","UNITED BandT, TECUMSEH","Tecumseh","MI","49286","Commercial Bank","State","13177","0401148","","","03nov1992"
"10395","San Francisco","Tri Counties Bank","Chico","CA","95926","Commercial Bank","State","21943","0100562","","","04nov1992"
"10396","Cincinnati","FIRST VOLUNTEER BANK","Chattanooga","TN","37402","Commercial Bank","State","10307","0234739","","","04nov1992"
"10406","Cincinnati","Magnolia Bank, Incorporated","Magnolia","KY","42757","Commercial Bank","State","08120","0261146","","","09nov1992"
"10407","Indianapolis","Fnb of Crystal Falls","Crystal Falls","MI","49920","Commercial Bank","National","14775","0230254","","","09nov1992"
"10415","Topeka","Alpine Bank - Glenwood Springs, CO","Glenwood Springs","CO","81601","Commercial Bank","State","23091","0260055","","","09nov1992"
"10420","Chicago","The First National Bank of Sullivan","Sullivan","IL","61951","Commercial Bank","National","03745","0459644","","","09nov1992"
"10421","Cincinnati","Century Federal Credit Union","Cleveland","OH","44199","Credit Union","Federal","","","","05852","09nov1992"
"10423","Indianapolis","FIRST STATE BANK","Decatur","MI","49045","Commercial Bank","State","12893","0654047","","","12nov1992"
"10426","Atlanta","Farmers and Merchants Bank","Washington","GA","30673","Commercial Bank","State","16897","0510330","","","12nov1992"
"10429","Cincinnati","First Citizens National Bank","Dyersburg","TN","38025","Commercial Bank","National","04972","0133850","","","12nov1992"
"10432","Atlanta","Highlands Independent Bank","Sebring","FL","33871","Commercial Bank","State","26428","0659538","","","16nov1992"
"10433","Chicago","National Exchange Band and Trust","Fond Du Lac","WI","53805","Commercial Bank","National","10044","0722544","","","16nov1992"
"10436","New York","Glens Falls National Bank and Trust Company","Glens Falls","NY","12801","Commercial Bank","National","07074","0866000","","","16nov1992"
"10439","Dallas","Meridian Bank Texas","Fort Worth","TX","76102","Commercial Bank","State","11895","3565265","","","16nov1992"
"10444","Chicago","Community First Bank","Boscobel","WI","53805","Commercial Bank","State","11595","0175140","","","17nov1992"
"10447","Pittsburgh","Mid Penn Bank","Millersburg","PA","17061","Commercial Bank","State","09889","0786612","","","17nov1992"
"10448","Pittsburgh","The Turbotville National Bank","Turbotville","PA","17772","Commercial Bank","National","07789","0906410","","","17nov1992"
"10449","Dallas","First National Bank of Crossett","Crossett","AR","71635","Commercial Bank","National","01757","0514440","","","19nov1992"
"10450","Topeka","Pinnacle Bank","Lincoln","NE","68508","Commercial Bank","State","10634","0913856","","","19nov1992"
"10451","Atlanta","Sandy Spring Bank","Olney","MD","20832","Commercial Bank","State","04865","0506922","","","19nov1992"
"10453","Dallas","Sagicor Life Insurance Company","Dallas","TX","75201","Insurance Company","None","","","","","23nov1992"
"10461","Cincinnati","Citizens Banking Company (The)","Sandusky","OH","44870","Commercial Bank","State","12982","0542528","","","24nov1992"
"10462","Topeka","Central Bank and Trust Co. - Hutchinson, KS","Hutchinson","KS","67501","Commercial Bank","State","11772","0686655","","","24nov1992"
"10468","Topeka","The Nehawka Bank - Nehawka, NE","Nehawka","NE","68413","Commercial Bank","State","11483","0178057","","","24nov1992"
"10470","Des Moines","First American Bank","Fort Dodge","IA","50501","Commercial Bank","State","14808","0653648","","","24nov1992"
"10471","Des Moines","Southwest Missouri Bank","Carthage","MO","64836","Commercial Bank","State","22876","0760854","","","24nov1992"
"10472","Dallas","Farmers Bank and Trust Co.","Magnolia","AR","71753","Commercial Bank","State","01291","0012946","","","24nov1992"
"10473","Chicago","Brickyard Bank","Lincolnwood","IL","60645","Commercial Bank","State","22811","0270531","","","24nov1992"
"10476","Cincinnati","Citizens National Bank","Sevierville","TN","37862","Commercial Bank","National","20954","0717737","","","01dec1992"
"10477","Topeka","Citizens Bank of Kansas","Kingman","KS","67068","Commercial Bank","State","04707","1014853","","","01dec1992"
"10478","Topeka","Vectra Bank Colorado, N.A.","Farmington","NM","87401","Commercial Bank","National","02993","0933957","","","01dec1992"
"10479","Atlanta","Ga. Bank and Trust Company of Augusta","Augusta","GA","30919","Commercial Bank","State","27574","1402610","","","01dec1992"
"10480","Topeka","The Hershey State Bank - Hershey, NE","Hershey","NE","69143","Commercial Bank","State","19809","0096553","","","01dec1992"
"10482","Atlanta","Friend Bank","Slocomb","AL","36375","Commercial Bank","State","02828","0244037","","","01dec1992"
"10483","Pittsburgh","United-American Savings Bank","Pittsburgh","PA","15203","Savings Bank","State","27033","0218775","","","01dec1992"
"10489","Atlanta","BankSouth","Dothan","AL","36302","Commercial Bank","State","00077","0194936","","","04dec1992"
"10493","Des Moines","Garnavillo Savings Bank","Garnavillo","IA","52049","Commercial Bank","State","10898","0473341","","","04dec1992"
"10501","Des Moines","Security Bank Minnesota","Albert Lea","MN","56007","Commercial Bank","State","10984","0295057","","","07dec1992"
"10502","Chicago","Heritage Bank","Spencer","WI","54479","Commercial Bank","State","12513","0114149","","","07dec1992"
"10508","Cincinnati","BANK OF BARTLETT","Bartlett","TN","38134","Commercial Bank","State","23123","0225559","","","09dec1992"
"10510","Atlanta","High Point Bank and Trust Company","High Point","NC","27260","Commercial Bank","State","12267","0049821","","","09dec1992"
"10511","Des Moines","The Boone County National Bank of Columbia","Columbia","MO","65201","Commercial Bank","National","04536","0299046","","","09dec1992"
"10512","Des Moines","Farmers State Bank","Jesup","IA","50648","Commercial Bank","State","12855","0840747","","","09dec1992"
"10513","Pittsburgh","The First NB of Fredericksburg","Fredericksburg","PA","17026","Commercial Bank","National","07502","0493013","","","09dec1992"
"10514","Des Moines","Ashton State Bank","Ashton","IA","51232","Commercial Bank","State","11343","0821643","","","10dec1992"
"10519","Cincinnati","Liberty National Bank","Ada","OH","45810","Commercial Bank","National","06516","0130813","","","14dec1992"
"10523","Des Moines","Western State Bank","Devils Lake","ND","58301","Commercial Bank","State","09123","0233554","","","15dec1992"
"10527","Des Moines","First Independent Bank","Russell","MN","56169","Commercial Bank","State","01900","0761851","","","14dec1992"
"10529","Dallas","BankFirst Financial Services","Macon","MS","39341","Commercial Bank","State","08870","0914648","","","14dec1992"
"10531","Dallas","PointBank","Pilot Point","TX","76258","Commercial Bank","State","03389","0844567","","","14dec1992"
"10532","Topeka","Silver Lake Bank - Topeka, KS","Silver Lake","KS","66539","Commercial Bank","State","15323","0326054","","","14dec1992"
"10534","Cincinnati","WILSON BANK AND TRUST","Lebanon","TN","37087","Commercial Bank","State","26962","0159636","","","14dec1992"
"10536","Boston","BIDDEFORD SAVINGS BA","Biddeford","ME","04005","Savings Bank","State","17741","0499501","","","17dec1992"
"10540","Boston","GUILFORD SAVINGS BAN","Guilford","CT","06437","Savings Bank","State","18194","0831008","","","17dec1992"
"10542","Des Moines","Meramec Valley Bank","Valley Park","MO","63088","Commercial Bank","State","19200","0215354","","","17dec1992"
"10545","Cincinnati","BANK OF CROCKETT","Bells","TN","38006","Commercial Bank","State","01468","0324854","","","21dec1992"
"10546","Cincinnati","BANK OF EDMONSON COUNTY","Brownsville","KY","42210","Commercial Bank","State","00296","0903240","","","21dec1992"
"10555","Des Moines","NSB Bank","Mason City","IA","50401","Commercial Bank","State","08094","0253646","","","21dec1992"
"10556","Seattle","American Bank of Montana","Livingston","MT","59047","Commercial Bank","State","20311","0630555","","","23dec1992"
"10560","Des Moines","Fidelity Bank and Trust","Dubuque","IA","52002","Commercial Bank","State","14382","0939249","","","23dec1992"
"10561","Cincinnati","First Southern NB of Garrard Ctny","Lancaster","KY","40444","Commercial Bank","National","02700","0702612","","","23dec1992"
"10564","Boston","STAFFORD SAVINGS","Stafford Springs","CT","06076","Savings Bank","State","18227","0113003","","","23dec1992"
"10565","Boston","University Credit Union","Orono","ME","04473","Credit Union","State","","","","63133","23dec1992"
"10566","Boston","SKOWHEGAN SAVINGS","Skowhegan","ME","04976","Savings Bank","State","19532","0401906","","","28dec1992"
"10567","Boston","St. Mary's Credit Union","Marlborough","MA","01752","Credit Union","State","","","","67864","28dec1992"
"10572","Cincinnati","Cinfed Federal Credit Union","Cincinnati","OH","45202","Credit Union","Federal","","","","21930","30dec1992"
"10576","Des Moines","First National Bank","Fort Pierre","SD","57532","Commercial Bank","National","14712","0355858","","","30dec1992"
"10577","Topeka","Frontier Bank","Lamar","CO","81052","Commercial Bank","State","14730","0191355","","","30dec1992"
"10579","Atlanta","First United Bank and Trust","Oakland","MD","21550","Commercial Bank","State","04857","0061122","","","30dec1992"
"10580","Indianapolis","FIRST COMMUNITY BK, HARBOR SPRINGS","Harbor Springs","MI","49740","Commercial Bank","State","13179","0932745","","","30dec1992"
"10584","Seattle","The Bank of the Pacific","Aberdeen","WA","98520","Commercial Bank","State","23041","0307679","","","31dec1992"
"10587","Des Moines","Home State Bank","Jefferson","IA","50129","Commercial Bank","State","14867","0653947","","","31dec1992"
"10588","Cincinnati","Peoples Bank of Kentucky, Inc.","Flemingsburg","KY","41041","Commercial Bank","State","16970","0995517","","","31dec1992"
"10595","Pittsburgh","1st Summit Bank","Johnstown","PA","15904","Commercial Bank","State","08426","0526519","","","06jan1993"
"10598","Dallas","The Fnb of Fort Smith","Fort Smith","AR","72901","Commercial Bank","National","03864","0397540","","","08jan1993"
"10599","Topeka","Park State Bank and Trust - Woodland Park, CO","Woodland Park","CO","80863","Commercial Bank","State","19381","0480059","","","08jan1993"
"10604","Des Moines","Citizens Independent Bank","Saint Louis Park","MN","55416","Commercial Bank","State","16863","0825753","","","14jan1993"
"10609","Dallas","Western Bank of Clovis","Clovis","NM","88101","Commercial Bank","State","22059","0640554","","","14jan1993"
"10611","San Francisco","Cathay Bank","Los Angeles","CA","90012","Commercial Bank","State","18503","0595869","","","19jan1993"
"10615","Atlanta","First Tuskegee Bank","Tuskegee","AL","36083","Commercial Bank","State","33519","1897168","","","19jan1993"
"10617","Des Moines","Hampton State Bank","Hampton","IA","50441","Commercial Bank","State","13722","0727343","","","19jan1993"
"10618","Atlanta","Pacific National Bank","Miami","FL","33131","Commercial Bank","National","26299","0577137","","","19jan1993"
"10623","Des Moines","American Bank of the North","Nashwauk","MN","55769","Commercial Bank","State","05216","0716655","","","21jan1993"
"10625","Cincinnati","BANK OF HALLS","Halls","TN","38040","Commercial Bank","State","10315","0145059","","","22jan1993"
"10627","Cincinnati","FARMERS and TRADERS BANK","Campton","KY","41301","Commercial Bank","State","00288","0839817","","","22jan1993"
"10628","Dallas","HOUSTON COMMUNITY BANK, N.A.","Houston","TX","77088","Commercial Bank","National","23453","0472858","","","22jan1993"
"10629","Dallas","Citizens Bank of Las Cruces","Las Cruces","NM","88001","Commercial Bank","State","20161","1016857","","","27jan1993"
"10630","Des Moines","State Bank of Alcester","Alcester","SD","57001","Commercial Bank","State","01116","0271154","","","27jan1993"
"10633","Topeka","The First National Bank of Syracuse","Syracuse","KS","67878","Commercial Bank","National","04779","0543459","","","27jan1993"
"10634","Dallas","First State Bank","Austin","TX","78731","Commercial Bank","State","11151","0751759","","","27jan1993"
"10640","Atlanta","Farmers and Merchants Bank","Statesboro","GA","30458","Commercial Bank","State","16673","0022936","","","01feb1993"
"10642","Atlanta","EVB","Tappahannock","VA","22560","Commercial Bank","State","11584","0790721","","","01feb1993"
"10647","Seattle","Hilltop National Bank","Casper","WY","82609","Commercial Bank","National","19184","0001454","","","03feb1993"
"10648","Cincinnati","TRADITIONAL BANK INC","Mount Sterling","KY","40353","Commercial Bank","State","02711","0786210","","","03feb1993"
"10656","Indianapolis","THE GARRETT STATE BANK","Garrett","IN","46738","Commercial Bank","State","08074","0465243","","","09feb1993"
"10657","Indianapolis","THE HASTINGS CITY BANK","Hastings","MI","49058","Commercial Bank","State","11407","0750341","","","09feb1993"
"10659","Topeka","The Peoples Bank - Pratt, KS","Pratt","KS","67124","Commercial Bank","State","01147","0530655","","","09feb1993"
"10660","Dallas","First Bank","Hampton","AR","71744","Commercial Bank","State","00088","0329345","","","09feb1993"
"10662","Dallas","The Carlsbad National Bank","Carlsbad","NM","88220","Commercial Bank","National","02241","0219651","","","10feb1993"
"10666","Des Moines","Peoples State Bank of Plainview","Plainview","MN","55964","Commercial Bank","State","01100","0786555","","","10feb1993"
"10667","Topeka","The Citizens Bank of Edmond - Edmond, OK","Edmond","OK","73034","Commercial Bank","State","04084","0172457","","","11feb1993"
"10669","Des Moines","Libertyville Savings Bank","Libertyville","IA","52567","Commercial Bank","State","13712","0857745","","","11feb1993"
"10675","New York","New York Commercial Bank","Islandia","NY","11722","Commercial Bank","State","32749","1438589","","","18feb1993"
"10676","Indianapolis","STAR Financial Bank","Fort Wayne","IN","46802","Commercial Bank","State","27235","0547840","","","18feb1993"
"10677","Indianapolis","THE CAMPBELL AND FETTER BANK","Kendallville","IN","46755","Commercial Bank","State","16757","0398248","","","19feb1993"
"10678","Cincinnati","CITIZENS BANK","New Tazewell","TN","37825","Commercial Bank","State","01695","0898533","","","19feb1993"
"10682","Indianapolis","COMMUNITY BANK","Noblesville","IN","46060","Commercial Bank","State","13147","0070049","","","22feb1993"
"10684","Atlanta","First Bank","Strasburg","VA","22657","Commercial Bank","State","06917","0899428","","","22feb1993"
"10688","Dallas","Centinel Bank of Taos","Taos","NM","87571","Commercial Bank","State","19904","0800853","","","24feb1993"
"10696","New York","Chemung Canal Trust Company","Elmira","NY","14902","Commercial Bank","State","00597","0884303","","","26feb1993"
"10700","Chicago","Marquette Bank","Chicago","IL","60636","Commercial Bank","State","16250","0716833","","","26feb1993"
"10701","Des Moines","Pinnacle Bank Sioux City","Sioux City","IA","51106","Commercial Bank","State","18958","0311649","","","26feb1993"
"10702","Dallas","New Mexico Educators FCU","Albuquerque","NM","87110","Credit Union","Federal","","","","00948","26feb1993"
"10704","Des Moines","Security State Bank","Aitkin","MN","56431","Commercial Bank","State","16656","0267652","","","26feb1993"
"10705","Topeka","Tinker Federal Credit Union - Tinker Air Force Base, OK","Tinker Air Force Base","OK","73145","Credit Union","Federal","","","","24524","26feb1993"
"10710","Indianapolis","KALAMAZOO COUNTY STATE BANK","Schoolcraft","MI","49087","Commercial Bank","State","05892","0644141","","","01mar1993"
"10711","Boston","KENNEBEC SAVINGS","Augusta","ME","04330","Savings Bank","State","17897","0583905","","","01mar1993"
"10712","Chicago","The First Bank of Baldwin","Baldwin","WI","54002","Commercial Bank","State","05336","0143952","","","02mar1993"
"10721","Dallas","American Bank, National Association","Waco","TX","76712","Commercial Bank","National","23886","0307361","","","09mar1993"
"10722","Atlanta","Carver State Bank","Savannah","GA","31402","Commercial Bank","State","16584","0370833","","","09mar1993"
"10723","Dallas","Inwood National Bank","Dallas","TX","75209","Commercial Bank","National","19080","0913753","","","09mar1993"
"10724","Seattle","Northwest Telco Credit Union","Everett","WA","98201","Credit Union","State","","","","67262","09mar1993"
"10726","Cincinnati","The Citizens NB of Athens","Athens","TN","37303","Commercial Bank","National","04917","0673132","","","13mar1993"
"10728","Cincinnati","FARMERS BANK and SAVINGS CO","Pomeroy","OH","45769","Commercial Bank","State","00769","0058225","","","13mar1993"
"10737","Atlanta","IDB-IIC Federal Credit Union","Washington","DC","20577","Credit Union","Federal","","","","14176","15mar1993"
"10738","Topeka","First NBandT Co. of Ardmore","Ardmore","OK","73401","Commercial Bank","National","04037","0984258","","","17mar1993"
"10740","Cincinnati","PEOPLES SECURITY BANK","Louisa","KY","41230","Commercial Bank","State","09679","0983215","","","17mar1993"
"10741","Seattle","Numerica Credit Union","Spokane","WA","99202","Credit Union","State","","","","66841","17mar1993"
"10744","Cincinnati","COMMERCIAL BANK","West Liberty","KY","41472","Commercial Bank","State","09310","0358112","","","22mar1993"
"10745","Seattle","First National Bank of Layton","Layton","UT","84041","Commercial Bank","National","02260","0745570","","","22mar1993"
"10747","Indianapolis","CHOICEONE BANK","Sparta","MI","49345","Commercial Bank","State","01014","0324340","","","22mar1993"
"10752","Dallas","Newton County Bank","Newton","MS","39345","Commercial Bank","State","09367","0546432","","","25mar1993"
"10753","Cincinnati","FIRST KENTUCKY BANK INC","Mayfield","KY","42066","Commercial Bank","State","21247","0263243","","","30mar1993"
"10755","Cincinnati","CHESTER COUNTY BANK","Henderson","TN","38340","Commercial Bank","State","19813","0086554","","","31mar1993"
"10756","Des Moines","Mid-Missouri Bank","Bolivar","MO","65613","Commercial Bank","State","15584","0950141","","","31mar1993"
"10757","Indianapolis","SALIN BANK AND TRUST COMPANY","Indianapolis","IN","46240","Commercial Bank","State","09092","0123646","","","31mar1993"
"10759","Des Moines","Wadena State Bank","Wadena","MN","56482","Commercial Bank","State","13430","0210256","","","31mar1993"
"10760","Dallas","Metropolitan Bank","Crystal Springs","MS","39059","Commercial Bank","State","22346","0699132","","","31mar1993"
"10762","Atlanta","United Bank","Fairfax","VA","22030","Commercial Bank","State","22858","0365325","","","02apr1993"
"10763","Seattle","Verity Credit Union","Seattle","WA","98133","Credit Union","State","","","","68517","02apr1993"
"10764","San Francisco","The Bank of Hemet","Hemet","CA","92544","Commercial Bank","State","21606","0183668","","","05apr1993"
"10765","Dallas","National Bank","Gatesville","TX","76528","Commercial Bank","National","03214","0322056","","","05apr1993"
"10767","Chicago","Peoples Bank and Trust","Pana","IL","62557","Commercial Bank","State","17320","0922344","","","05apr1993"
"10769","New York","United Orient Bank","New York","NY","10038","Commercial Bank","State","23373","0070218","","","05apr1993"
"10771","Des Moines","C US Bank","Cresco","IA","52136","Commercial Bank","State","18443","0900146","","","07apr1993"
"10775","Des Moines","Bank Star One","Fulton","MO","65251","Commercial Bank","State","18124","1017256","","","09apr1993"
"10778","Topeka","The First State Bank of Porter - Porter, OK","Porter","OK","74454","Commercial Bank","State","04180","0521251","","","09apr1993"
"10779","Topeka","Guaranty Bank and Trust Co. - Denver, CO","Denver","CO","80202","Commercial Bank","State","17482","0666657","","","09apr1993"
"10780","Boston","Bank of New Hampshire","Laconia","NH","03247","Savings Bank","State","18012","0265407","","","09apr1993"
"10782","Seattle","Oregon Pacific Banking Co.","Florence","OR","97439","Commercial Bank","State","23007","0160360","","","09apr1993"
"10783","Boston","THOMASTON SAVINGS","Thomaston","CT","06787","Savings Bank","State","18258","0120609","","","09apr1993"
"10785","New York","Jeff Bank","Jeffersonville","NY","12748","Commercial Bank","State","07123","0306908","","","16apr1993"
"10787","Dallas","Malvern National Bank","Malvern","AR","72104","Commercial Bank","National","14644","0906241","","","16apr1993"
"10788","Dallas","International Bank of Commerce","Laredo","TX","78042","Commercial Bank","State","19629","1001152","","","16apr1993"
"10790","Cincinnati","First National Community Bank","East Liverpool","OH","43920","Commercial Bank","National","26977","1000511","","","19apr1993"
"10791","Seattle","Bank of American Fork","American Fork","UT","84003","Commercial Bank","State","12773","0984379","","","19apr1993"
"10794","Dallas","Commerce Bank","Laredo","TX","78044","Commercial Bank","State","23772","0625159","","","19apr1993"
"10796","Cincinnati","1ST COMMONWEALTH BK OF PRES","Prestonsburg","KY","41653","Commercial Bank","State","02721","0511618","","","19apr1993"
"10797","Chicago","First Eagle Bank","Hanover Park","IL","60103","Commercial Bank","State","25883","0759045","","","19apr1993"
