fhfb_id,district,member_name,city,state,zip,mem_type,char_type,cert,fed_id,ots_id,ncua_id,appr_date
"14359","Chicago","American Enterprise Bank","Buffalo Grove","IL","60089","Commercial Bank","State","34090","2339535","","","12mar1997"
"14361","Chicago","The Farmers And Merchants National Bank of Nashville","Nashville","IL","62263","Commercial Bank","National","03821","0513546","","","12mar1997"
"14362","Des Moines","First Community Bank Lester Prairie","Lester Prairie","MN","55354","Commercial Bank","State","08535","1017555","","","12mar1997"
"14365","Des Moines","Boston Indemnity Company, Inc.","Brookings","SD","57006","Insurance Company","None","","","","","12mar1997"
"14366","Dallas","East Texas Professional Credit Union","Longview","TX","75608","Credit Union","State","","","","67761","10mar1997"
"14367","Boston","Everett Credit Union","Everett","MA","02149","Credit Union","State","","","","67559","13mar1997"
"14373","Atlanta","Family Savings Credit Union","Gasden","AL","35000","Credit Union","Federal","","","","68628","18mar1997"
"14374","Des Moines","Granite Community Bank","Cold Spring","MN","56320","Commercial Bank","State","05116","0311256","","","18mar1997"
"14376","Cincinnati","FIRST CITIZENS BANK","Elizabethtown","KY","42701","Commercial Bank","State","19304","0786742","","","21mar1997"
"14380","Cincinnati","FARMERS DEPOSIT BANK OF MID","Middleburg","KY","42541","Commercial Bank","State","10514","0449841","","","24mar1997"
"14381","Cincinnati","THE PEOPLES BANK INC","Gambier","OH","43022","Commercial Bank","State","00389","0378110","","","24mar1997"
"14382","Topeka","Community Bank - Bristow, OK","Bristow","OK","74010","Commercial Bank","State","08975","0938550","","","24mar1997"
"14383","Seattle","PRIME PACIFIC BANK, N.A.","Lynnwood","WA","98036","Commercial Bank","National","34022","2304382","","","24mar1997"
"14385","Topeka","The First National Bank of Hooker","Hooker","OK","73945","Commercial Bank","National","04123","0816256","","","25mar1997"
"14393","Cincinnati","General Electric Credit Union","Cincinnati","OH","45241","Credit Union","State","","","","68574","26mar1997"
"14395","Topeka","Amfirst Bank, National Association","Mccook","NE","69001","Commercial Bank","National","05417","0278957","","","27mar1997"
"14396","Topeka","Farmers and Merchants Bank - Milligan, NE","Milligan","NE","68406","Commercial Bank","State","14275","0516154","","","27mar1997"
"14400","Atlanta","Communityone Bank, NA","Asheboro","NC","27203","Commercial Bank","National","04879","0591825","","","27mar1997"
"14401","Atlanta","FNB Bank","Scottsboro","AL","35768","Commercial Bank","State","02824","0441434","","","27mar1997"
"14402","Chicago","1st Equity Bank","Skokie","IL","60076","Commercial Bank","State","34393","2531562","","","27mar1997"
"14404","Des Moines","Bank of Bolivar","Bolivar","MO","65613","Commercial Bank","State","34397","2535560","","","28mar1997"
"14405","Des Moines","Dacotah Bank","Aberdeen","SD","57401","Commercial Bank","State","17437","0256553","","","31mar1997"
"14406","Des Moines","Ozark Bank","Ozark","MO","65721","Commercial Bank","State","01654","0882952","","","31mar1997"
"14407","Pittsburgh","Beneficial Mutual Savings Bank","Philadelphia","PA","19103","Savings Bank","State","15697","0810919","","","01apr1997"
"14414","Pittsburgh","Community Bank of Orbison","Orbisonia","PA","17243","Commercial Bank","State","16976","0121914","","","04apr1997"
"14415","Topeka","First National Bank of Kansas","Burlington","KS","66839","Commercial Bank","National","04794","0614256","","","04apr1997"
"14416","Dallas","Guaranty Bond Bank, National Association","Mount Pleasant","TX","75455","Commercial Bank","National","01208","0112163","","","03apr1997"
"14419","Topeka","Bank of Commerce - Stilwell, OK","Stilwell","OK","74960","Commercial Bank","State","00422","0322850","","","10apr1997"
"14420","Topeka","First State Bank - Valliant, OK","Valliant","OK","74764","Commercial Bank","State","12757","0513854","","","10apr1997"
"14421","Topeka","The Citizens State Bank - Moundridge, KS","Moundridge","KS","67107","Commercial Bank","State","17672","0273550","","","10apr1997"
"14423","Des Moines","State Bank of Cold Spring","Cold Spring","MN","56320","Commercial Bank","State","12444","0116358","","","10apr1997"
"14432","Dallas","Citizens Progressive Bank","Columbia","LA","71418","Commercial Bank","State","10531","0732253","","","04apr1997"
"14433","Dallas","Simmons First Bank of Hot Springs","Hot Springs","AR","71913","Commercial Bank","State","34473","2571081","","","11apr1997"
"14437","Chicago","Middleton Community Bank","Middleton","WI","53562","Commercial Bank","State","33978","2267683","","","16apr1997"
"14441","Chicago","Bank Of Deerfield","Deerfield","WI","53531","Commercial Bank","State","02477","0588245","","","17apr1997"
"14442","Chicago","Port Byron State Bank","Port Byron","IL","61275","Commercial Bank","State","14085","0747846","","","17apr1997"
"14448","Dallas","One Bank and Trust","Little Rock","AR","72201","Commercial Bank","National","17800","0568144","","","16apr1997"
"14450","Atlanta","C1 Bank","Lakewood Ranch","FL","34211","Commercial Bank","State","34092","2362074","","","21apr1997"
"14451","Atlanta","The Citizens Bank","Nashville","GA","31639","Commercial Bank","State","15934","0809539","","","21apr1997"
"14452","Cincinnati","THE SAVINGS BANK","Circleville","OH","43113","Commercial Bank","State","13216","0578116","","","21apr1997"
"14453","Indianapolis","Option 1 Credit Union","Grand Rapids","MI","49548","Credit Union","State","","","","60936","21apr1997"
"14454","Topeka","Peoples Bank - Westville, OK","Westville","OK","74965","Commercial Bank","State","02320","0539452","","","21apr1997"
"14455","Boston","CAMBRIDGE SAVINGS","Cambridge","MA","02238","Savings Bank","State","17870","0758703","","","22apr1997"
"14456","Des Moines","Jonesburg State Bank","Jonesburg","MO","63351","Commercial Bank","State","08896","0733755","","","22apr1997"
"14461","Seattle","Bank of Guam","Agana","GU","96910","Commercial Bank","State","20884","0711472","","","24apr1997"
"14463","Seattle","Kitsap Credit Union","Bremerton","WA","98337","Credit Union","State","","","","68576","24apr1997"
"14465","Topeka","First National Bank in Frankfort","Frankfort","KS","66427","Commercial Bank","National","04668","0923350","","","25apr1997"
"14466","Pittsburgh","Williamstown Bank, Inc.","Williamstown","WV","26187","Commercial Bank","State","14744","0918132","","","28apr1997"
"14472","Atlanta","Capital Bank","Ft. Oglethorpe","GA","30742","Commercial Bank","State","19195","0080936","","","30apr1997"
"14477","Chicago","Oak Bank","Chicago","IL","60611","Commercial Bank","State","20226","0012937","","","02may1997"
"14478","Indianapolis","Citizens National Bank of Cheboygan","Cheboygan","MI","49721","Commercial Bank","National","05018","0773742","","","05may1997"
"14483","Atlanta","Peoples Bank","Lyons","GA","30436","Commercial Bank","State","15216","0715032","","","07may1997"
"14485","Cincinnati","Landn Federal Credit Union","Louisville","KY","40214","Credit Union","Federal","","","","09260","07may1997"
"14486","New York","The Berkshire Bank","New York","NY","10022","Commercial Bank","State","27503","1396764","","","08may1997"
"14487","Atlanta","The Palmetto Bank","Laurens","SC","29360","Commercial Bank","State","08997","0862824","","","07may1997"
"14489","Atlanta","First State Bank","Danville","VA","24543","Commercial Bank","State","09502","0722227","","","09may1997"
"14491","Dallas","AmBank","Silver City","NM","88061","Commercial Bank","State","34302","2575717","","","08may1997"
"14495","Cincinnati","CITIZENS BANK","Brodhead","KY","40409","Commercial Bank","State","00262","0840019","","","12may1997"
"14496","Cincinnati","The Fnb of Powhatan Point","Powhatan Point","OH","43942","Commercial Bank","National","13567","0138725","","","12may1997"
"14498","Chicago","Grand Ridge National Bank","Grand Ridge","IL","61325","Commercial Bank","National","03674","0875132","","","13may1997"
"14499","Des Moines","Commerce Bank","Geneva","MN","56035","Commercial Bank","State","10212","0049054","","","13may1997"
"14503","Chicago","Forreston State Bank","Forreston","IL","61030","Commercial Bank","State","11741","0927134","","","14may1997"
"14505","Boston","SERVICE CREDIT UNION","Portsmouth","NH","03801","Credit Union","State","","","","68375","14may1997"
"14507","Des Moines","Citizens State Bank","Fort Dodge","IA","50501","Commercial Bank","State","26720","0340649","","","15may1997"
"14509","Topeka","Oklahoma Bank and Trust Company - Clinton, OK","Clinton","OK","73601","Commercial Bank","State","04067","0159953","","","03apr1997"
"14512","Cincinnati","The First National Bank of Carrollton","Carrollton","KY","41003","Commercial Bank","National","02735","0907444","","","16may1997"
"14515","Indianapolis","BANK OF WOLCOTT","Wolcott","IN","47995","Commercial Bank","State","16201","0729842","","","19may1997"
"14516","Indianapolis","FIRST STATE BANK OF PORTER","Porter","IN","46304","Commercial Bank","State","12836","0087047","","","19may1997"
"14520","Boston","SOUTHBRIDGE SAVINGS","Southbridge","MA","01550","Savings Bank","State","23524","0627407","","","20may1997"
"14521","Topeka","The Bank of Tescott - Tescott, KS","Tescott","KS","67484","Commercial Bank","State","01868","0054058","","","20may1997"
"14522","Topeka","Bank of Blue Valley - Overland Park, KS","Overland Park","KS","66213","Commercial Bank","State","32722","1421161","","","21may1997"
"14523","New York","Orange County Trust Company","Middletown","NY","10940","Commercial Bank","State","12944","0176101","","","21may1997"
"14525","Des Moines","Reliabank Dakota","Estelline","SD","57234","Commercial Bank","State","16221","0108951","","","21may1997"
"14528","Des Moines","Southern Commercial Bank","St. Louis","MO","63111","Commercial Bank","State","01080","0420457","","","21may1997"
"14529","Topeka","First Bank Kansas ","Salina","KS","67401","Commercial Bank","State","18431","0192558","","","21may1997"
"14534","Chicago","The International Bank of Amherst","Amherst","WI","54406","Commercial Bank","State","14907","0504647","","","23may1997"
"14537","Topeka","Legacy Bank, ACB - Binger, OK","Hinton","OK","73047","Commercial Bank","State","04042","0320052","","","27may1997"
"14540","Des Moines","First Trust and Savings Bank","Coralville","IA","52241","Commercial Bank","State","10123","0084046","","","29may1997"
"14541","Des Moines","New Albin Savings Bank","New Albin","IA","52160","Commercial Bank","State","08506","0234841","","","29may1997"
"14542","Des Moines","South Ottumwa Savings Bank","Ottumwa","IA","52501","Commercial Bank","State","09099","0075446","","","29may1997"
"14544","Dallas","Affiliated Bank","Bedford","TX","76021","Savings and Loan","Federal","34885","","14544","",""
"14546","Indianapolis","BANK OF ANN ARBOR","Ann Arbor","MI","48104","Commercial Bank","State","34120","2390929","","","30may1997"
"14550","Atlanta","Bank of Alapaha","Alapaha","GA","31622","Commercial Bank","State","00155","0986935","","","02jun1997"
"14551","Atlanta","Wauchula State Bank","Wauchula","FL","33873","Commercial Bank","State","08021","0200435","","","02jun1997"
"14558","Atlanta","First Citizens Bank","Luverne","AL","36049","Commercial Bank","State","23152","0541231","","","06jun1997"
"14560","Atlanta","Greater Rome Bank","Rome","GA","30165","Commercial Bank","State","34138","2354323","","","06jun1997"
"14561","Atlanta","International Finance Bank","Miami","FL","33131","Commercial Bank","State","24823","0867632","","","06jun1997"
"14562","Cincinnati","DECATUR COUNTY BANK","Decaturville","TN","38329","Commercial Bank","State","06101","0066154","","","06jun1997"
"14563","Cincinnati","UNION BK and TR COMPANY","Livingston","TN","38570","Commercial Bank","State","09179","0080431","","","06jun1997"
"14569","Chicago","First National Bank in Pinckneyville","Pinckneyville","IL","62274","Commercial Bank","National","13813","0340443","","","06jun1997"
"14570","Chicago","The Atlanta National Bank","Atlanta","IL","61723","Commercial Bank","National","03601","0672238","","","06jun1997"
"14577","Topeka","American Bank of Oklahoma - Collinsville, OK","Collinsville","OK","74021","Commercial Bank","State","34606","2684552","","","01apr1998"
"14581","San Francisco","Community Commerce Bank","Los Angeles","CA","90022","Commercial Bank","State","26363","0299868","","","12jun1997"
"14582","Chicago","Baylake Bank","Sturgeon Bay","WI","54235","Commercial Bank","State","13060","0280044","","","13jun1997"
"14583","Chicago","Bridgeview Bank Group","Bridgeview","IL","60455","Commercial Bank","State","21122","0312730","","","13jun1997"
"14584","Chicago","Advantage Community Bank","Dorchester","WI","54425","Commercial Bank","State","10375","0189549","","","13jun1997"
"14586","Chicago","Stillman BancCorp N.A.","Stillman Valley","IL","61084","Commercial Bank","National","09263","0407645","","","13jun1997"
"14587","Chicago","The First National Bank of Carmi","Carmi","IL","62821","Commercial Bank","National","03777","0209148","","","13jun1997"
"14590","Topeka","The Plains State Bank - Plains, KS","Plains","KS","67869","Commercial Bank","State","18118","0302553","","","18jun1997"
"14591","Atlanta","Brantley Bank and Trust Company","Brantley","AL","36009","Commercial Bank","State","16386","0411231","","","18jun1997"
"14595","Boston","Reading Co-Operative","Reading","MA","01867","Commercial Bank","State","26620","1008674","","","16jun1997"
"14596","Topeka","Bruning State Bank - Bruning, NE","Bruning","NE","68322","Commercial Bank","State","18748","0071457","","","18jun1997"
"14597","Topeka","CerescoBank - Ceresco, NE","Ceresco","NE","68017","Commercial Bank","State","01993","0075651","","","18jun1997"
"14607","Atlanta","Bank of Eastman","Eastman","GA","31023","Commercial Bank","State","00877","0204237","","","19jun1997"
"14608","Atlanta","The Citizens Bank","Olanta","SC","29114","Commercial Bank","State","15932","0898627","","","19jun1997"
"14614","San Francisco","Mission National Bank","San Francisco","CA","94103","Commercial Bank","National","23749","0519360","","","20jun1997"
"14618","San Francisco","NuVision Federal Credit Union","Huntington Beach","CA","92647","Credit Union","Federal","","","","00566","24jun1997"
"14619","Topeka","Core Bank ","Omaha","NE","68144","Commercial Bank","State","34363","0976552","","","22mar1996"
"14620","Topeka","Two Rivers Bank","Blair","NE","68008","Commercial Bank","State","34468","0335355","","","10mar1995"
"14622","Boston","EAST CAMBRIDGE SAVIN","Cambridge","MA","02141","Savings Bank","State","90173","0738303","","","25jun1997"
"14623","Seattle","The Bank of Washington","Edmonds","WA","98020","Commercial Bank","State","34214","2485544","","","25jun1997"
"14625","Des Moines","First State Bank","Hawarden","IA","51023","Commercial Bank","State","13680","0976347","","","25jun1997"
"14626","Boston","MECHANICS SAVINGS BA","Auburn","ME","04210","Savings Bank","State","17476","0548203","","","26jun1997"
"14630","Atlanta","Powell Valley National Bank","Jonesville","VA","24263","Commercial Bank","National","06863","0031826","","","26jun1997"
"14631","Atlanta","Bank of Wedowee","Wedowee","AL","36278","Commercial Bank","State","05608","0358233","","","27jun1997"
"14637","Indianapolis","The First National Bank of Monterey","Monterey","IN","46960","Commercial Bank","National","04364","0044040","","","27jun1997"
"14638","Chicago","Southport Bank","Kenosha","WI","53142","Commercial Bank","State","34289","2576143","","","26jun1997"
"14640","Chicago","State Farm Bank, F.S.B.","Bloomington","IL","61710","Savings Bank","Federal","34617","","14640","",""
